#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
5084,act_52_35,meeting_room,2.4,5,d,e,a,b,c,,sit_down,stand_up,nothing,walk,rotation,
5085,act_52_36,meeting_room,2.4,5,d,e,a,b,c,,stand_up,nothing,walk,rotation,jump,
5086,act_52_37,meeting_room,2.4,5,e,a,b,c,d,,nothing,walk,rotation,jump,wave,
5089,act_52_40,meeting_room,2.4,5,e,a,b,c,d,,jump,wave,lie_down,pick_up,sit_down,
5102,act_52_53,meeting_room,2.4,5,a,b,c,d,e,,sit_down,sit_down,stand_up,stand_up,nothing,
5105,act_52_56,meeting_room,2.4,5,b,c,d,e,a,,walk,walk,rotation,rotation,jump,
5106,act_52_57,meeting_room,2.4,5,b,c,d,e,a,,rotation,rotation,jump,jump,wave,
5110,act_52_61,meeting_room,2.4,5,b,c,d,e,a,,pick_up,pick_up,sit_down,sit_down,stand_up,
5116,act_52_67,meeting_room,2.4,5,c,d,e,a,b,,jump,jump,jump,wave,wave,
5117,act_52_68,meeting_room,2.4,5,c,d,e,a,b,,wave,wave,wave,lie_down,lie_down,
5123,act_52_74,meeting_room,2.4,5,d,e,a,b,c,,walk,walk,walk,rotation,rotation,
5125,act_52_76,meeting_room,2.4,5,d,e,a,b,c,,jump,jump,jump,wave,wave,
5127,act_52_78,meeting_room,2.4,5,d,e,a,b,c,,lie_down,lie_down,lie_down,pick_up,pick_up,
5135,act_52_86,meeting_room,2.4,5,e,a,b,c,d,,wave,wave,wave,wave,lie_down,
5137,act_52_88,meeting_room,2.4,5,e,a,b,c,d,,pick_up,pick_up,pick_up,pick_up,sit_down,
5143,act_52_94,meeting_room,2.4,5,a,b,c,d,e,,jump,jump,jump,jump,jump,
5151,act_53_3,meeting_room,2.4,5,,b,c,d,e,a,,jump,wave,lie_down,pick_up,rotation
5162,act_53_14,meeting_room,2.4,5,,c,d,e,a,b,,lie_down,pick_up,sit_down,stand_up,wave
5173,act_53_25,meeting_room,2.4,5,,d,e,a,b,c,,sit_down,stand_up,nothing,walk,pick_up
5176,act_53_28,meeting_room,2.4,5,,e,a,b,c,d,,walk,rotation,jump,wave,nothing
5178,act_53_30,meeting_room,2.4,5,,e,a,b,c,d,,jump,wave,lie_down,pick_up,rotation
5179,act_53_31,meeting_room,2.4,5,,e,a,b,c,d,,wave,lie_down,pick_up,sit_down,jump
5180,act_53_32,meeting_room,2.4,5,,e,a,b,c,d,,lie_down,pick_up,sit_down,stand_up,wave
5183,act_53_35,meeting_room,2.4,5,,e,a,b,c,d,,stand_up,nothing,walk,rotation,sit_down
5189,act_53_41,meeting_room,2.4,5,,a,b,c,d,e,,lie_down,pick_up,sit_down,stand_up,wave
5190,act_53_42,meeting_room,2.4,5,,a,b,c,d,e,,pick_up,sit_down,stand_up,nothing,lie_down
5192,act_53_44,meeting_room,2.4,5,,a,b,c,d,e,,stand_up,nothing,walk,rotation,sit_down
5204,act_53_56,meeting_room,2.4,5,,c,d,e,a,b,,walk,rotation,rotation,jump,walk
5208,act_53_60,meeting_room,2.4,5,,c,d,e,a,b,,lie_down,pick_up,pick_up,sit_down,lie_down
5209,act_53_61,meeting_room,2.4,5,,c,d,e,a,b,,pick_up,sit_down,sit_down,stand_up,pick_up
5223,act_53_75,meeting_room,2.4,5,,e,a,b,c,d,,rotation,rotation,jump,jump,rotation
5233,act_53_85,meeting_room,2.4,5,,a,b,c,d,e,,jump,jump,jump,wave,jump
5234,act_53_86,meeting_room,2.4,5,,a,b,c,d,e,,wave,wave,wave,lie_down,wave
5238,act_53_90,meeting_room,2.4,5,,a,b,c,d,e,,stand_up,stand_up,stand_up,nothing,stand_up
5239,act_53_91,meeting_room,2.4,5,,b,c,d,e,a,,nothing,nothing,nothing,nothing,nothing
5241,act_53_93,meeting_room,2.4,5,,b,c,d,e,a,,rotation,rotation,rotation,rotation,rotation
5244,act_53_96,meeting_room,2.4,5,,b,c,d,e,a,,lie_down,lie_down,lie_down,lie_down,lie_down
5250,act_54_3,meeting_room,2.4,5,a,,c,d,e,b,rotation,,wave,lie_down,pick_up,jump
5253,act_54_6,meeting_room,2.4,5,a,,c,d,e,b,lie_down,,sit_down,stand_up,nothing,pick_up
5257,act_54_10,meeting_room,2.4,5,b,,d,e,a,c,nothing,,rotation,jump,wave,walk
5259,act_54_12,meeting_room,2.4,5,b,,d,e,a,c,rotation,,wave,lie_down,pick_up,jump
5277,act_54_30,meeting_room,2.4,5,d,,a,b,c,e,rotation,,wave,lie_down,pick_up,jump
5281,act_54_34,meeting_room,2.4,5,d,,a,b,c,e,pick_up,,stand_up,nothing,walk,sit_down
5288,act_54_41,meeting_room,2.4,5,e,,b,c,d,a,wave,,pick_up,sit_down,stand_up,lie_down
5292,act_54_45,meeting_room,2.4,5,e,,b,c,d,a,stand_up,,walk,rotation,jump,nothing
5294,act_54_47,meeting_room,2.4,5,a,,c,d,e,b,walk,,rotation,rotation,jump,walk
5296,act_54_49,meeting_room,2.4,5,a,,c,d,e,b,jump,,wave,wave,lie_down,jump
5300,act_54_53,meeting_room,2.4,5,a,,c,d,e,b,sit_down,,stand_up,stand_up,nothing,sit_down
5302,act_54_55,meeting_room,2.4,5,b,,d,e,a,c,nothing,,walk,walk,rotation,nothing
5306,act_54_59,meeting_room,2.4,5,b,,d,e,a,c,wave,,lie_down,lie_down,pick_up,wave
5312,act_54_65,meeting_room,2.4,5,c,,e,a,b,d,walk,,walk,rotation,rotation,walk
5316,act_54_69,meeting_room,2.4,5,c,,e,a,b,d,lie_down,,lie_down,pick_up,pick_up,lie_down
5320,act_54_73,meeting_room,2.4,5,d,,a,b,c,e,nothing,,nothing,walk,walk,nothing
5321,act_54_74,meeting_room,2.4,5,d,,a,b,c,e,walk,,walk,rotation,rotation,walk
5331,act_54_84,meeting_room,2.4,5,e,,b,c,d,a,rotation,,rotation,rotation,jump,rotation
5335,act_54_88,meeting_room,2.4,5,e,,b,c,d,a,pick_up,,pick_up,pick_up,sit_down,pick_up
5343,act_54_96,meeting_room,2.4,5,a,,c,d,e,b,lie_down,,lie_down,lie_down,lie_down,lie_down
5344,act_54_97,meeting_room,2.4,5,a,,c,d,e,b,pick_up,,pick_up,pick_up,pick_up,pick_up
5347,act_55_1,meeting_room,5.0,1,a,,,,,,nothing,,,,,
5349,act_55_3,meeting_room,5.0,1,a,,,,,,rotation,,,,,
5353,act_55_7,meeting_room,5.0,1,a,,,,,,pick_up,,,,,
5371,act_55_25,meeting_room,5.0,1,c,,,,,,pick_up,,,,,
5374,act_55_28,meeting_room,5.0,1,d,,,,,,nothing,,,,,
5384,act_55_38,meeting_room,5.0,1,e,,,,,,walk,,,,,
5388,act_55_42,meeting_room,5.0,1,e,,,,,,lie_down,,,,,
5391,act_55_45,meeting_room,5.0,1,e,,,,,,stand_up,,,,,
5393,act_55_47,meeting_room,5.0,1,a,,,,,,walk,,,,,
5394,act_55_48,meeting_room,5.0,1,a,,,,,,rotation,,,,,
5402,act_55_56,meeting_room,5.0,1,b,,,,,,walk,,,,,
5409,act_55_63,meeting_room,5.0,1,b,,,,,,stand_up,,,,,
5416,act_55_70,meeting_room,5.0,1,c,,,,,,pick_up,,,,,
5421,act_55_75,meeting_room,5.0,1,d,,,,,,rotation,,,,,
5424,act_55_78,meeting_room,5.0,1,d,,,,,,lie_down,,,,,
5430,act_55_84,meeting_room,5.0,1,e,,,,,,rotation,,,,,
5436,act_55_90,meeting_room,5.0,1,e,,,,,,stand_up,,,,,
5440,act_55_94,meeting_room,5.0,1,a,,,,,,jump,,,,,
5443,act_55_97,meeting_room,5.0,1,a,,,,,,pick_up,,,,,
5446,act_56_1,meeting_room,5.0,1,,b,,,,,,walk,,,,
5449,act_56_4,meeting_room,5.0,1,,b,,,,,,wave,,,,
5450,act_56_5,meeting_room,5.0,1,,b,,,,,,lie_down,,,,
5451,act_56_6,meeting_room,5.0,1,,b,,,,,,pick_up,,,,
5464,act_56_19,meeting_room,5.0,1,,d,,,,,,walk,,,,
5469,act_56_24,meeting_room,5.0,1,,d,,,,,,pick_up,,,,
5473,act_56_28,meeting_room,5.0,1,,e,,,,,,walk,,,,
5476,act_56_31,meeting_room,5.0,1,,e,,,,,,wave,,,,
5487,act_56_42,meeting_room,5.0,1,,a,,,,,,pick_up,,,,
5491,act_56_46,meeting_room,5.0,1,,b,,,,,,nothing,,,,
5496,act_56_51,meeting_room,5.0,1,,b,,,,,,lie_down,,,,
5511,act_56_66,meeting_room,5.0,1,,d,,,,,,rotation,,,,
5531,act_56_86,meeting_room,5.0,1,,a,,,,,,wave,,,,
5535,act_56_90,meeting_room,5.0,1,,a,,,,,,stand_up,,,,
5536,act_56_91,meeting_room,5.0,1,,b,,,,,,nothing,,,,
5537,act_56_92,meeting_room,5.0,1,,b,,,,,,walk,,,,
5540,act_56_95,meeting_room,5.0,1,,b,,,,,,wave,,,,
5542,act_56_97,meeting_room,5.0,1,,b,,,,,,pick_up,,,,
5543,act_56_98,meeting_room,5.0,1,,b,,,,,,sit_down,,,,
5544,act_56_99,meeting_room,5.0,1,,b,,,,,,stand_up,,,,
5549,act_57_5,meeting_room,5.0,1,,,c,,,,,,pick_up,,,
5561,act_57_17,meeting_room,5.0,1,,,d,,,,,,nothing,,,
5566,act_57_22,meeting_room,5.0,1,,,e,,,,,,lie_down,,,
5568,act_57_24,meeting_room,5.0,1,,,e,,,,,,sit_down,,,
5570,act_57_26,meeting_room,5.0,1,,,e,,,,,,nothing,,,
5576,act_57_32,meeting_room,5.0,1,,,a,,,,,,pick_up,,,
5579,act_57_35,meeting_room,5.0,1,,,a,,,,,,nothing,,,
5586,act_57_42,meeting_room,5.0,1,,,b,,,,,,sit_down,,,
5589,act_57_45,meeting_room,5.0,1,,,b,,,,,,walk,,,
5593,act_57_49,meeting_room,5.0,1,,,c,,,,,,wave,,,
5597,act_57_53,meeting_room,5.0,1,,,c,,,,,,stand_up,,,
5601,act_57_57,meeting_room,5.0,1,,,d,,,,,,jump,,,
5605,act_57_61,meeting_room,5.0,1,,,d,,,,,,sit_down,,,
5619,act_57_75,meeting_room,5.0,1,,,a,,,,,,rotation,,,
5620,act_57_76,meeting_room,5.0,1,,,a,,,,,,jump,,,
5623,act_57_79,meeting_room,5.0,1,,,a,,,,,,pick_up,,,
5626,act_57_82,meeting_room,5.0,1,,,b,,,,,,nothing,,,
5627,act_57_83,meeting_room,5.0,1,,,b,,,,,,walk,,,
5632,act_57_88,meeting_room,5.0,1,,,b,,,,,,pick_up,,,
5645,act_58_2,meeting_room,5.0,1,,,,d,,,,,,wave,,
5646,act_58_3,meeting_room,5.0,1,,,,d,,,,,,lie_down,,
5656,act_58_13,meeting_room,5.0,1,,,,e,,,,,,pick_up,,
5657,act_58_14,meeting_room,5.0,1,,,,e,,,,,,sit_down,,
5659,act_58_16,meeting_room,5.0,1,,,,e,,,,,,nothing,,
5672,act_58_29,meeting_room,5.0,1,,,,b,,,,,,wave,,
5676,act_58_33,meeting_room,5.0,1,,,,b,,,,,,stand_up,,
5691,act_58_48,meeting_room,5.0,1,,,,d,,,,,,jump,,
5692,act_58_49,meeting_room,5.0,1,,,,d,,,,,,wave,,
5694,act_58_51,meeting_room,5.0,1,,,,d,,,,,,pick_up,,
5700,act_58_57,meeting_room,5.0,1,,,,e,,,,,,jump,,
5705,act_58_62,meeting_room,5.0,1,,,,e,,,,,,stand_up,,
5714,act_58_71,meeting_room,5.0,1,,,,a,,,,,,stand_up,,
5725,act_58_82,meeting_room,5.0,1,,,,c,,,,,,nothing,,
5727,act_58_84,meeting_room,5.0,1,,,,c,,,,,,rotation,,
5733,act_58_90,meeting_room,5.0,1,,,,c,,,,,,stand_up,,
5735,act_58_92,meeting_room,5.0,1,,,,d,,,,,,walk,,
5743,act_59_1,meeting_room,5.0,1,,,,,e,,,,,,wave,
5746,act_59_4,meeting_room,5.0,1,,,,,e,,,,,,sit_down,
5751,act_59_9,meeting_room,5.0,1,,,,,e,,,,,,jump,
5753,act_59_11,meeting_room,5.0,1,,,,,a,,,,,,lie_down,
5758,act_59_16,meeting_room,5.0,1,,,,,a,,,,,,walk,
5760,act_59_18,meeting_room,5.0,1,,,,,a,,,,,,jump,
5761,act_59_19,meeting_room,5.0,1,,,,,b,,,,,,wave,
5766,act_59_24,meeting_room,5.0,1,,,,,b,,,,,,nothing,
5773,act_59_31,meeting_room,5.0,1,,,,,c,,,,,,sit_down,
5777,act_59_35,meeting_room,5.0,1,,,,,c,,,,,,rotation,
5778,act_59_36,meeting_room,5.0,1,,,,,c,,,,,,jump,
5780,act_59_38,meeting_room,5.0,1,,,,,d,,,,,,lie_down,
5783,act_59_41,meeting_room,5.0,1,,,,,d,,,,,,stand_up,
5789,act_59_47,meeting_room,5.0,1,,,,,e,,,,,,jump,
5792,act_59_50,meeting_room,5.0,1,,,,,e,,,,,,pick_up,
5797,act_59_55,meeting_room,5.0,1,,,,,a,,,,,,rotation,
5798,act_59_56,meeting_room,5.0,1,,,,,a,,,,,,jump,
5802,act_59_60,meeting_room,5.0,1,,,,,a,,,,,,sit_down,
5812,act_59_70,meeting_room,5.0,1,,,,,b,,,,,,sit_down,
5828,act_59_86,meeting_room,5.0,1,,,,,d,,,,,,lie_down,
5855,act_60_14,meeting_room,5.0,1,,,,,,b,,,,,,wave
5856,act_60_15,meeting_room,5.0,1,,,,,,b,,,,,,lie_down
5865,act_60_24,meeting_room,5.0,1,,,,,,c,,,,,,lie_down
5871,act_60_30,meeting_room,5.0,1,,,,,,d,,,,,,rotation
5878,act_60_37,meeting_room,5.0,1,,,,,,e,,,,,,nothing
5879,act_60_38,meeting_room,5.0,1,,,,,,e,,,,,,walk
5882,act_60_41,meeting_room,5.0,1,,,,,,e,,,,,,wave
5888,act_60_47,meeting_room,5.0,1,,,,,,a,,,,,,walk
5893,act_60_52,meeting_room,5.0,1,,,,,,a,,,,,,pick_up
5896,act_60_55,meeting_room,5.0,1,,,,,,b,,,,,,nothing
5898,act_60_57,meeting_room,5.0,1,,,,,,b,,,,,,rotation
5902,act_60_61,meeting_room,5.0,1,,,,,,b,,,,,,pick_up
5908,act_60_67,meeting_room,5.0,1,,,,,,c,,,,,,jump
5914,act_60_73,meeting_room,5.0,1,,,,,,d,,,,,,nothing
5916,act_60_75,meeting_room,5.0,1,,,,,,d,,,,,,rotation
5918,act_60_77,meeting_room,5.0,1,,,,,,d,,,,,,wave
5920,act_60_79,meeting_room,5.0,1,,,,,,d,,,,,,pick_up
5942,act_61_2,meeting_room,5.0,2,a,b,,,,,walk,rotation,,,,
5948,act_61_8,meeting_room,5.0,2,a,b,,,,,sit_down,stand_up,,,,
5950,act_61_10,meeting_room,5.0,2,b,c,,,,,nothing,walk,,,,
5952,act_61_12,meeting_room,5.0,2,b,c,,,,,rotation,jump,,,,
5955,act_61_15,meeting_room,5.0,2,b,c,,,,,lie_down,pick_up,,,,
5960,act_61_20,meeting_room,5.0,2,c,d,,,,,walk,rotation,,,,
5963,act_61_23,meeting_room,5.0,2,c,d,,,,,wave,lie_down,,,,
5967,act_61_27,meeting_room,5.0,2,c,d,,,,,stand_up,nothing,,,,
5972,act_61_32,meeting_room,5.0,2,d,e,,,,,wave,lie_down,,,,
5976,act_61_36,meeting_room,5.0,2,d,e,,,,,stand_up,nothing,,,,
5978,act_61_38,meeting_room,5.0,2,e,a,,,,,walk,rotation,,,,
5985,act_61_45,meeting_room,5.0,2,e,a,,,,,stand_up,nothing,,,,
5987,act_61_47,meeting_room,5.0,2,a,b,,,,,walk,walk,,,,
5989,act_61_49,meeting_room,5.0,2,a,b,,,,,jump,jump,,,,
5990,act_61_50,meeting_room,5.0,2,a,b,,,,,wave,wave,,,,
5998,act_61_58,meeting_room,5.0,2,b,c,,,,,jump,jump,,,,
6003,act_61_63,meeting_room,5.0,2,b,c,,,,,stand_up,stand_up,,,,
6008,act_61_68,meeting_room,5.0,2,c,d,,,,,wave,wave,,,,
6013,act_61_73,meeting_room,5.0,2,d,e,,,,,nothing,nothing,,,,
6016,act_61_76,meeting_room,5.0,2,d,e,,,,,jump,jump,,,,
6017,act_61_77,meeting_room,5.0,2,d,e,,,,,wave,wave,,,,
6020,act_61_80,meeting_room,5.0,2,d,e,,,,,sit_down,sit_down,,,,
6025,act_61_85,meeting_room,5.0,2,e,a,,,,,jump,jump,,,,
6029,act_61_89,meeting_room,5.0,2,e,a,,,,,sit_down,sit_down,,,,
6032,act_61_92,meeting_room,5.0,2,a,b,,,,,walk,walk,,,,
6036,act_61_96,meeting_room,5.0,2,a,b,,,,,lie_down,lie_down,,,,
6037,act_61_97,meeting_room,5.0,2,a,b,,,,,pick_up,pick_up,,,,
6039,act_61_99,meeting_room,5.0,2,a,b,,,,,stand_up,stand_up,,,,
6043,act_62_4,meeting_room,5.0,2,,,c,d,,,,,lie_down,pick_up,,
6048,act_62_9,meeting_room,5.0,2,,,c,d,,,,,walk,rotation,,
6053,act_62_14,meeting_room,5.0,2,,,d,e,,,,,pick_up,sit_down,,
6060,act_62_21,meeting_room,5.0,2,,,e,a,,,,,wave,lie_down,,
6079,act_62_40,meeting_room,5.0,2,,,b,c,,,,,lie_down,pick_up,,
6083,act_62_44,meeting_room,5.0,2,,,b,c,,,,,nothing,walk,,
6090,act_62_51,meeting_room,5.0,2,,,c,d,,,,,pick_up,pick_up,,
6091,act_62_52,meeting_room,5.0,2,,,c,d,,,,,sit_down,sit_down,,
6098,act_62_59,meeting_room,5.0,2,,,d,e,,,,,lie_down,lie_down,,
6100,act_62_61,meeting_room,5.0,2,,,d,e,,,,,sit_down,sit_down,,
6103,act_62_64,meeting_room,5.0,2,,,e,a,,,,,nothing,walk,,
6117,act_62_78,meeting_room,5.0,2,,,a,b,,,,,lie_down,pick_up,,
6123,act_62_84,meeting_room,5.0,2,,,b,c,,,,,rotation,rotation,,
6133,act_62_94,meeting_room,5.0,2,,,c,d,,,,,jump,jump,,
6137,act_62_98,meeting_room,5.0,2,,,c,d,,,,,sit_down,sit_down,,
6141,act_63_3,meeting_room,5.0,2,,,,,e,a,,,,,pick_up,rotation
6151,act_63_13,meeting_room,5.0,2,,,,,a,b,,,,,sit_down,jump
6155,act_63_17,meeting_room,5.0,2,,,,,a,b,,,,,rotation,sit_down
6165,act_63_27,meeting_room,5.0,2,,,,,b,c,,,,,jump,stand_up
6167,act_63_29,meeting_room,5.0,2,,,,,c,d,,,,,lie_down,walk
6169,act_63_31,meeting_room,5.0,2,,,,,c,d,,,,,sit_down,jump
6173,act_63_35,meeting_room,5.0,2,,,,,c,d,,,,,rotation,sit_down
6184,act_63_46,meeting_room,5.0,2,,,,,e,a,,,,,rotation,nothing
6185,act_63_47,meeting_room,5.0,2,,,,,e,a,,,,,jump,walk
6186,act_63_48,meeting_room,5.0,2,,,,,e,a,,,,,wave,rotation
6191,act_63_53,meeting_room,5.0,2,,,,,e,a,,,,,nothing,sit_down
6198,act_63_60,meeting_room,5.0,2,,,,,a,b,,,,,sit_down,lie_down
6213,act_63_75,meeting_room,5.0,2,,,,,c,d,,,,,jump,rotation
6229,act_63_91,meeting_room,5.0,2,,,,,e,a,,,,,nothing,nothing
6230,act_63_92,meeting_room,5.0,2,,,,,e,a,,,,,walk,walk
6231,act_63_93,meeting_room,5.0,2,,,,,e,a,,,,,rotation,rotation
6234,act_63_96,meeting_room,5.0,2,,,,,e,a,,,,,lie_down,lie_down
6236,act_63_98,meeting_room,5.0,2,,,,,e,a,,,,,sit_down,sit_down
6237,act_63_99,meeting_room,5.0,2,,,,,e,a,,,,,stand_up,stand_up
6239,act_64_2,meeting_room,5.0,3,a,b,c,,,,walk,rotation,jump,,,
6242,act_64_5,meeting_room,5.0,3,a,b,c,,,,wave,lie_down,pick_up,,,
6255,act_64_18,meeting_room,5.0,3,b,c,d,,,,stand_up,nothing,walk,,,
6258,act_64_21,meeting_room,5.0,3,c,d,e,,,,rotation,jump,wave,,,
6263,act_64_26,meeting_room,5.0,3,c,d,e,,,,sit_down,stand_up,nothing,,,
6266,act_64_29,meeting_room,5.0,3,d,e,a,,,,walk,rotation,jump,,,
6270,act_64_33,meeting_room,5.0,3,d,e,a,,,,lie_down,pick_up,sit_down,,,
6273,act_64_36,meeting_room,5.0,3,d,e,a,,,,stand_up,nothing,walk,,,
6277,act_64_40,meeting_room,5.0,3,e,a,b,,,,jump,wave,lie_down,,,
6279,act_64_42,meeting_room,5.0,3,e,a,b,,,,lie_down,pick_up,sit_down,,,
6284,act_64_47,meeting_room,5.0,3,a,b,c,,,,walk,walk,rotation,,,
6285,act_64_48,meeting_room,5.0,3,a,b,c,,,,rotation,rotation,jump,,,
6288,act_64_51,meeting_room,5.0,3,a,b,c,,,,lie_down,lie_down,pick_up,,,
6289,act_64_52,meeting_room,5.0,3,a,b,c,,,,pick_up,pick_up,sit_down,,,
6294,act_64_57,meeting_room,5.0,3,b,c,d,,,,rotation,rotation,jump,,,
6295,act_64_58,meeting_room,5.0,3,b,c,d,,,,jump,jump,wave,,,
6296,act_64_59,meeting_room,5.0,3,b,c,d,,,,wave,wave,lie_down,,,
6304,act_64_67,meeting_room,5.0,3,c,d,e,,,,jump,jump,jump,,,
6306,act_64_69,meeting_room,5.0,3,c,d,e,,,,lie_down,lie_down,lie_down,,,
6314,act_64_77,meeting_room,5.0,3,d,e,a,,,,wave,wave,wave,,,
6317,act_64_80,meeting_room,5.0,3,d,e,a,,,,sit_down,sit_down,sit_down,,,
6321,act_64_84,meeting_room,5.0,3,e,a,b,,,,rotation,rotation,rotation,,,
6328,act_64_91,meeting_room,5.0,3,a,b,c,,,,nothing,nothing,nothing,,,
6332,act_64_95,meeting_room,5.0,3,a,b,c,,,,wave,wave,wave,,,
6343,act_65_7,meeting_room,5.0,3,,b,,d,,a,,sit_down,,nothing,,pick_up
6354,act_65_18,meeting_room,5.0,3,,c,,e,,b,,nothing,,rotation,,stand_up
6357,act_65_21,meeting_room,5.0,3,,d,,a,,c,,jump,,lie_down,,rotation
6360,act_65_24,meeting_room,5.0,3,,d,,a,,c,,pick_up,,stand_up,,lie_down
6369,act_65_33,meeting_room,5.0,3,,e,,b,,d,,pick_up,,stand_up,,lie_down
6372,act_65_36,meeting_room,5.0,3,,e,,b,,d,,nothing,,rotation,,stand_up
6375,act_65_39,meeting_room,5.0,3,,a,,c,,e,,jump,,lie_down,,rotation
6377,act_65_41,meeting_room,5.0,3,,a,,c,,e,,lie_down,,sit_down,,wave
6397,act_65_61,meeting_room,5.0,3,,c,,e,,b,,pick_up,,sit_down,,pick_up
6403,act_65_67,meeting_room,5.0,3,,d,,a,,c,,jump,,wave,,jump
6407,act_65_71,meeting_room,5.0,3,,d,,a,,c,,sit_down,,stand_up,,sit_down
6414,act_65_78,meeting_room,5.0,3,,e,,b,,d,,lie_down,,pick_up,,lie_down
6421,act_65_85,meeting_room,5.0,3,,a,,c,,e,,jump,,jump,,jump
6431,act_65_95,meeting_room,5.0,3,,b,,d,,a,,wave,,wave,,wave
6440,act_66_5,meeting_room,5.0,3,a,,,,e,b,wave,,,,stand_up,lie_down
6442,act_66_7,meeting_room,5.0,3,a,,,,e,b,pick_up,,,,walk,sit_down
6447,act_66_12,meeting_room,5.0,3,b,,,,a,c,rotation,,,,pick_up,jump
6457,act_66_22,meeting_room,5.0,3,c,,,,b,d,jump,,,,sit_down,wave
6458,act_66_23,meeting_room,5.0,3,c,,,,b,d,wave,,,,stand_up,lie_down
6468,act_66_33,meeting_room,5.0,3,d,,,,c,e,lie_down,,,,nothing,pick_up
6470,act_66_35,meeting_room,5.0,3,d,,,,c,e,sit_down,,,,rotation,stand_up
6472,act_66_37,meeting_room,5.0,3,e,,,,d,a,nothing,,,,wave,walk
6478,act_66_43,meeting_room,5.0,3,e,,,,d,a,pick_up,,,,walk,sit_down
6485,act_66_50,meeting_room,5.0,3,a,,,,e,b,wave,,,,pick_up,wave
6489,act_66_54,meeting_room,5.0,3,a,,,,e,b,stand_up,,,,walk,stand_up
6491,act_66_56,meeting_room,5.0,3,b,,,,a,c,walk,,,,jump,walk
6494,act_66_59,meeting_room,5.0,3,b,,,,a,c,wave,,,,pick_up,wave
6507,act_66_72,meeting_room,5.0,3,c,,,,b,d,stand_up,,,,nothing,stand_up
6512,act_66_77,meeting_room,5.0,3,d,,,,c,e,wave,,,,lie_down,wave
6515,act_66_80,meeting_room,5.0,3,d,,,,c,e,sit_down,,,,stand_up,sit_down
6526,act_66_91,meeting_room,5.0,3,a,,,,e,b,nothing,,,,nothing,nothing
6528,act_66_93,meeting_room,5.0,3,a,,,,e,b,rotation,,,,rotation,rotation
6529,act_66_94,meeting_room,5.0,3,a,,,,e,b,jump,,,,jump,jump
6531,act_66_96,meeting_room,5.0,3,a,,,,e,b,lie_down,,,,lie_down,lie_down
6541,act_67_7,meeting_room,5.0,4,a,b,c,d,,,pick_up,sit_down,stand_up,nothing,,
6542,act_67_8,meeting_room,5.0,4,a,b,c,d,,,sit_down,stand_up,nothing,walk,,
6543,act_67_9,meeting_room,5.0,4,a,b,c,d,,,stand_up,nothing,walk,rotation,,
6545,act_67_11,meeting_room,5.0,4,b,c,d,e,,,walk,rotation,jump,wave,,
6547,act_67_13,meeting_room,5.0,4,b,c,d,e,,,jump,wave,lie_down,pick_up,,
6549,act_67_15,meeting_room,5.0,4,b,c,d,e,,,lie_down,pick_up,sit_down,stand_up,,
6550,act_67_16,meeting_room,5.0,4,b,c,d,e,,,pick_up,sit_down,stand_up,nothing,,
6564,act_67_30,meeting_room,5.0,4,d,e,a,b,,,rotation,jump,wave,lie_down,,
6566,act_67_32,meeting_room,5.0,4,d,e,a,b,,,wave,lie_down,pick_up,sit_down,,
6571,act_67_37,meeting_room,5.0,4,e,a,b,c,,,nothing,walk,rotation,jump,,
6574,act_67_40,meeting_room,5.0,4,e,a,b,c,,,jump,wave,lie_down,pick_up,,
6586,act_67_52,meeting_room,5.0,4,a,b,c,d,,,pick_up,pick_up,sit_down,sit_down,,
6589,act_67_55,meeting_room,5.0,4,b,c,d,e,,,nothing,nothing,walk,walk,,
6601,act_67_67,meeting_room,5.0,4,c,d,e,a,,,jump,jump,jump,wave,,
6603,act_67_69,meeting_room,5.0,4,c,d,e,a,,,lie_down,lie_down,lie_down,pick_up,,
6610,act_67_76,meeting_room,5.0,4,d,e,a,b,,,jump,jump,jump,wave,,
6611,act_67_77,meeting_room,5.0,4,d,e,a,b,,,wave,wave,wave,lie_down,,
6613,act_67_79,meeting_room,5.0,4,d,e,a,b,,,pick_up,pick_up,pick_up,sit_down,,
6615,act_67_81,meeting_room,5.0,4,d,e,a,b,,,stand_up,stand_up,stand_up,nothing,,
6617,act_67_83,meeting_room,5.0,4,e,a,b,c,,,walk,walk,walk,walk,,
6618,act_67_84,meeting_room,5.0,4,e,a,b,c,,,rotation,rotation,rotation,rotation,,
6620,act_67_86,meeting_room,5.0,4,e,a,b,c,,,wave,wave,wave,wave,,
6636,act_68_3,meeting_room,5.0,4,,b,,d,e,a,,jump,,lie_down,pick_up,rotation
6639,act_68_6,meeting_room,5.0,4,,b,,d,e,a,,pick_up,,stand_up,nothing,lie_down
6641,act_68_8,meeting_room,5.0,4,,b,,d,e,a,,stand_up,,walk,rotation,sit_down
6645,act_68_12,meeting_room,5.0,4,,c,,e,a,b,,jump,,lie_down,pick_up,rotation
6646,act_68_13,meeting_room,5.0,4,,c,,e,a,b,,wave,,pick_up,sit_down,jump
6653,act_68_20,meeting_room,5.0,4,,d,,a,b,c,,rotation,,wave,lie_down,walk
6656,act_68_23,meeting_room,5.0,4,,d,,a,b,c,,lie_down,,sit_down,stand_up,wave
